aX,aY
33,64
30,65
30,64
30,64
32,67
24,63
28,63
27,66
25,68
26,70
24,69
25,71
18,61
23,64
20,63
20,60
23,64
19,61
19,66
25,70
20,65
20,61
27,67
24,64
20,62
22,64
26,63
27,65
28,69
26,71
29,68
30,68
28,65
25,64
31,69
30,68
28,65
26,65
26,64
20,60
23,64
28,66
27,65
29,68
33,70
31,69
36,68
34,64
31,62
35,65
33,66
31,65
24,60
28,71
27,72
29,71
28,69
27,69
28,71
24,68
26,68
23,65
28,73
25,72
28,75
27,74
28,74
28,72
29,76
29,75
30,70
23,65
28,67
25,70
29,74
28,70
29,70
28,67
29,70
23,63
25,65
26,64
30,65
27,64
25,62
30,64
30,60
30,62
29,62
26,57
23,62
22,54
27,62
28,69
30,78
20,68
29,73
29,70
27,71
29,69
24,66
28,69
25,71
21,64
30,75
20,66
26,66
28,66
24,66
27,66
28,63
22,60
27,59
27,61
27,60
24,55
29,58
26,60
22,55
25,59
26,60
25,57
28,58
27,58
27,55
27,52
27,57
27,58
30,59
30,59
28,57
29,58
23,55
27,56
24,62
24,61
26,62
25,64
22,66
24,59
24,61
21,62
25,64
21,62
24,63
24,63
18,59
23,73
28,73
26,72
25,68
20,61
23,66
26,66
21,56
24,65
23,70
20,69
24,74
27,70
27,68
23,69
25,67
22,62
26,65
21,58
22,65
24,60
22,62
26,63
21,59
23,68
20,64
26,64
25,65
27,64
24,62
24,63
26,63
26,63
17,58
26,68
25,66
26,67
28,64
21,56
22,58
29,60
26,62
29,61
23,64
20,59
26,65
27,67
27,58
27,64
27,66
29,69
27,67
28,67
27,68
24,65
29,73
28,73
23,62
29,66
22,64
25,67
24,66
,
26,102
26,116
27,109
27,100
27,98
28,95
26,99
29,92
26,87
28,84
27,82
25,87
29,86
24,77
31,76
29,73
29,71
21,71
29,72
22,63
26,67
19,62
29,67
29,68
24,60
32,65
31,66
31,66
28,65
31,65
31,64
29,63
31,63
28,62
23,58
23,58
23,57
31,65
28,67
32,69
28,67
23,60
30,65
26,66
35,61
29,64
30,68
33,68
30,64
33,68
36,69
36,67
32,64
29,62
33,68
32,65
31,63
32,63
30,63
26,63
30,63
31,62
30,66
29,65
33,67
33,62
34,64
31,61
36,65
34,61
37,66
27,61
28,65
33,70
34,70
34,68
26,65
26,70
27,71
24,73
27,76
27,76
26,71
29,78
26,78
28,77
24,75
24,65
21,70
28,73
29,69
26,58
36,66
32,68
24,63
30,70
23,60
21,61
29,68
27,71
29,72
28,73
24,70
30,76
30,82
29,84
24,81
28,80
27,80
30,77
34,78
30,73
34,71
29,63
33,75
36,73
37,66
30,63
31,60
35,68
35,71
38,68
35,67
28,62
30,63
34,62
33,64
35,66
36,68
35,70
34,67
29,59
32,66
26,62
29,64
26,62
31,61
31,70
23,64
33,69
31,66
25,59
32,58
33,67
32,67
29,66
25,66
23,62
32,70
30,67
28,65
31,65
33,67
30,71
31,69
30,62
29,66
28,69
24,66
27,74
29,72
26,72
27,71
26,71
22,70
31,71
26,71
27,69
28,72
24,68
24,68
23,64
25,68
26,69
24,67
27,67
20,68
26,70
25,78
27,85
22,78
27,76
27,72
28,72
27,71
23,65
20,62
22,60
24,65
25,66
27,67
27,64
24,59
28,64
27,62
21,55
26,58
25,56
20,53
22,53
19,49
20,51
22,54
22,55
21,52
22,57
25,63
20,60
27,66
27,65
26,66
25,63
26,69
26,66
28,66
18,61
25,68
18,68
23,67
22,62
25,64
24,64
20,64
24,66
24,66
25,64
26,65
22,58
22,59
24,64
28,60
27,56
23,59
26,58
27,66
27,63
22,59
27,64
27,67
26,64
27,63
27,63
22,56
28,64
23,59
27,60
26,61
27,64
27,63
27,63
28,63
21,57
27,64
28,68
26,60
24,56
20,61
21,62
23,61
26,64
25,67
19,62
27,65
27,70
26,70
18,64
26,76
26,72
26,72
25,66
25,69
25,70
23,69
28,69
22,62
26,68
22,64
25,64
25,66
27,67
26,66
25,67
21,61
28,66
26,67
26,67
25,67
26,69
21,62
29,66
28,65
28,66
27,68
26,65
27,65
27,65
25,69
27,69
21,65
22,65
24,69
17,64
25,67
23,66
25,64
22,62
20,64
27,69
21,61
23,60
28,65
27,71
26,70
25,70
28,71
27,68
28,70
29,69
28,64
27,66
25,67
24,65
24,68
26,62
26,63
26,66
29,68
27,67
22,59
25,66
27,66
18,57
24,63
26,62
22,60
26,70
25,69
26,69
24,63
25,66
30,68
26,60
27,64
26,68
28,66
28,70
28,70
22,63
24,69
27,68
27,72
26,74
26,71
26,70
27,72
23,68
21,72
30,78
28,76
24,76
27,77
28,79
24,73
26,75
20,66
22,69
25,74
19,68
22,69
21,61
28,69
22,70
28,77
23,66
26,70
25,66
27,73
30,73
28,69
24,62
25,66
30,74
23,65
29,73
25,64
22,66
27,71
20,69
26,71
20,65
28,71
27,72
25,71
28,68
27,63
24,64
26,72
28,72
28,70
26,68
23,63
27,71
26,68
27,65
28,63
24,64
28,68
26,67
25,65
27,69
23,65
23,68
27,77
27,72
21,66
27,72
27,72
25,72
29,71
22,65
28,67
28,68
27,70
27,75
27,70
26,69
28,70
24,71
30,70
23,60
26,71
28,71
27,73
23,70
24,68
24,73
27,73
26,72
26,72
27,68
30,69
26,74
27,74
28,72
20,63
25,68
27,73
26,71
28,73
25,67
25,64
27,67
25,70
27,69
28,69
28,66
29,62
23,61
27,64
25,67
22,61
27,72
27,75
28,73
28,71
21,64
28,68
22,66
29,68
26,63
29,63
34,66
26,64
24,60
26,60
28,65
22,62
27,68
30,67
29,64
29,67
21,67
27,72
28,68
21,60
24,65
24,62
29,64
27,58
22,59
21,62
27,66
26,65
27,64
26,61
29,64
30,64
27,58
28,62
28,60
27,60
29,63
27,64
27,62
29,62
27,65
27,68
21,61
33,63
27,65
26,67
27,67
26,68
25,68
28,69
28,69
28,76
27,70
22,62
23,61
26,67
25,69
25,67
19,65
19,65
28,74
27,76
26,75
26,72
24,73
23,77
26,78
27,78
21,69
24,71
25,75
26,73
24,74
18,65
24,62
24,70
23,69
26,73
22,70
27,72
23,67
20,64
27,71
28,66
27,67
20,65
21,70
19,70
28,72
28,72
28,73
27,74
28,77
28,71
24,66
29,73
26,76
28,81
28,79
24,70
28,79
30,71
26,72
26,71
27,68
27,68
28,68
23,64
28,69
25,69
23,68
26,78
26,76
28,70
26,71
30,74
25,66
30,74
22,65
21,63
29,72
26,77
28,74
26,70
21,65
30,71
25,65
23,67
29,65
29,66
27,65
28,66
24,61
29,65
31,66
30,70
28,72
26,68
29,70
28,70
28,77
24,76
23,71
30,74
28,69
28,70
27,76
31,78
30,78
29,75
26,76
31,80
32,82
31,80
27,81
26,75
24,77
30,75
27,73
28,68
28,70
29,71
26,70
29,66
22,62
25,72
24,70
23,64
25,65
25,65
28,71
30,74
27,71
28,73
27,71
29,73
25,73
27,76
27,73
23,72
24,71
22,69
28,80
30,78
22,67
25,67
20,73
24,77
26,77
28,75
24,71
27,74
20,68
26,73
25,73
25,69
27,72
20,67
26,76
24,75
20,67
27,75
28,77
26,76
21,67
26,69
24,75
25,73
22,70
23,68
17,60
25,64
19,61
25,68
25,65
24,64
18,68
25,66
29,70
21,67
23,70
20,65
24,75
23,71
26,68
21,67
26,69
26,73
22,71
23,67
27,66
26,70
27,71
26,72
25,63
20,70
25,70
18,68
20,69
26,70
27,71
20,66
27,70
24,67
27,66
20,62
25,68
22,65
26,74
25,72
25,68
25,72
27,74
25,75
27,74
22,64
26,71
25,79
27,81
26,79
26,76
24,69
26,76
27,79
26,70
25,73
25,73
27,78
22,76
28,79
20,70
25,77
22,70
22,73
25,74
,
27,98
24,110
18,95
27,97
25,93
25,89
26,79
25,87
26,84
27,81
20,78
26,87
25,82
21,80
26,77
24,75
22,78
25,79
25,80
26,76
21,79
19,76
23,66
26,71
27,71
28,70
22,63
26,71
22,72
25,70
26,70
26,68
28,67
27,69
25,66
27,65
26,65
26,65
18,62
23,64
26,62
26,66
23,61
26,66
26,68
27,66
19,57
20,58
24,58
22,62
22,59
24,62
21,58
21,65
22,66
31,65
22,60
27,67
25,67
22,70
26,69
27,69
28,69
26,69
27,70
27,69
26,65
21,66
27,65
26,67
27,67
26,65
20,63
27,74
26,66
25,69
27,67
23,61
27,65
27,70
20,61
27,64
25,65
27,72
25,71
19,65
28,69
27,70
23,71
26,70
25,66
18,62
26,69
24,70
25,66
24,66
25,64
25,61
25,63
17,60
23,61
23,59
22,60
26,64
26,62
22,59
27,64
22,66
27,73
29,71
28,68
27,66
28,71
23,71
27,70
26,66
25,70
26,75
27,73
22,66
25,72
24,60
29,68
28,64
23,64
24,68
27,69
27,68
25,68
31,68
33,66
28,67
27,67
24,65
36,66
35,73
31,74
25,71
23,62
23,69
32,69
25,65
28,69
28,72
26,67
29,75
27,71
28,73
25,74
28,74
28,72
28,69
27,65
20,60
28,68
24,64
25,67
20,54
27,67
26,67
19,64
27,62
26,63
27,65
19,61
25,68
26,69
27,70
28,67
27,70
25,65
22,63
20,60
26,67
26,65
26,58
24,65
20,61
26,64
30,68
26,68
21,58
26,55
23,65
19,67
26,70
23,65
26,70
25,68
26,67
26,67
25,64
26,66
21,62
25,68
25,69
24,66
27,68
25,72
20,69
27,67
25,61
27,65
21,67
22,70
26,64
25,65
26,68
24,67
26,67
25,68
24,68
28,71
28,76
23,78
25,79
24,75
18,68
24,74
20,72
19,70
20,68
25,73
24,68
17,66
20,67
14,69
26,70
28,63
27,68
30,69
23,67
28,68
22,64
27,68
23,65
26,66
26,63
20,63
27,72
29,72
29,69
26,67
25,65
21,72
29,79
27,76
29,74
30,75
23,71
33,74
30,71
34,71
32,69
38,74
36,74
41,70
39,70
42,69
41,70
42,63
41,70
44,71
42,75
43,75
43,73
45,70
44,70
43,62
42,70
41,69
39,67
37,60
36,67
33,72
36,72
37,68
36,67
37,72
30,67
34,69
32,68
34,70
27,72
30,77
32,77
29,72
32,69
28,74
32,76
30,75
30,78
27,78
28,82
22,75
29,85
29,76
26,72
28,84
23,76
28,79
23,68
28,72
29,76
29,78
28,78
28,74
29,74
29,74
28,71
33,75
30,75
29,75
27,76
26,79
25,78
26,77
24,79
25,81
24,83
23,81
25,84
21,76
27,82
26,88
25,83
26,79
24,79
25,80
25,83
26,84
19,75
24,76
25,72
28,79
26,80
21,69
25,73
23,71
20,72
24,78
23,71
26,74
26,73
26,72
29,77
26,71
24,72
22,66
25,70
20,70
27,74
26,73
27,73
21,68
27,73
26,70
23,68
24,70
28,72
20,66
27,70
24,60
26,62
27,66
27,70
27,67
29,68
29,69
30,70
25,72
25,73
29,71
28,77
33,72
27,74
31,71
30,70
30,74
25,71
31,80
31,71
33,67
29,72
31,68
31,74
33,72
32,70
27,66
29,74
32,73
32,73
32,72
28,71
28,74
32,75
27,71
26,72
32,72
29,73
30,80
30,77
30,78
30,75
31,78
31,78
27,80
26,73
32,71
22,67
27,68
30,72
33,71
26,66
32,66
30,71
31,73
30,74
29,76
29,77
30,80
28,77
28,78
31,73
29,64
29,72
28,68
29,69
26,68
27,68
27,73
27,76
27,70
24,71
25,71
28,72
27,69
28,68
27,67
23,62
27,67
23,67
24,61
21,54
26,64
28,64
25,67
27,59
25,59
23,56
23,62
28,56
28,55
25,55
27,64
21,68
27,82
27,82
27,75
25,75
26,73
21,68
27,72
27,67
27,66
23,67
26,67
25,64
24,63
25,60
27,58
26,61
23,57
25,52
26,57
24,60
25,58
26,59
21,53
26,54
23,58
28,69
19,69
23,67
22,62
25,72
19,66
20,70
26,69
25,63
27,66
25,68
23,66
27,66
19,59
17,66
24,74
24,73
26,70
24,65
25,66
24,68
24,65
20,60
25,66
20,64
21,63
26,69
28,65
19,61
26,71
24,75
18,68
25,73
24,66
26,72
26,74
27,68
21,64
22,70
24,68
26,71
28,69
30,73
22,71
27,77
26,80
24,74
26,77
27,77
25,78
20,75
26,77
23,72
25,70
25,69
26,77
26,75
25,70
24,70
25,73
19,65
27,69
26,65
19,61
25,71
25,72
27,74
29,74
26,68
25,71
23,71
26,69
24,68
26,72
25,73
26,75
27,72
22,67
24,67
23,69
26,74
24,73
20,63
25,69
23,71
24,75
25,74
19,67
22,70
21,67
24,72
22,67
23,69
26,70
18,68
24,73
26,73
25,67
18,67
21,65
23,73
24,74
26,73
24,63
26,66
28,75
22,73
22,69
20,69
28,71
28,71
26,68
23,61
19,63
25,74
26,76
27,77
27,74
22,71
24,71
23,70
24,71
21,70
24,68
27,70
25,71
23,68
18,65
24,72
26,71
28,77
29,76
27,72
19,62
26,69
25,71
24,65
22,67
26,66
26,66
23,68
19,64
25,66
21,62
23,65
25,66
25,66
23,64
21,63
20,58
18,64
18,66
26,66
18,67
20,66
28,77
22,74
27,78
24,72
25,73
25,70
27,72
27,71
21,66
23,69
25,77
27,73
24,69
26,70
27,71
25,73
27,74
26,68
24,68
21,64
27,72
24,71
19,68
24,67
19,66
16,64
24,72
24,65
23,72
22,71
24,71
24,72
25,69
24,68
24,69
24,71
25,73
24,69
18,63
18,66
26,72
24,70
24,67
25,63
24,68
24,67
20,67
19,58
24,64
17,66
24,67
19,60
23,60
22,64
23,62
18,63
26,68
19,60
25,67
22,66
26,65
24,67
20,59
28,68
27,71
25,70
27,70
28,71
23,62
22,68
27,75
28,75
27,71
26,73
26,73
26,74
25,73
19,62
27,69
19,68
22,64
25,70
25,66
26,75
18,69
24,76
25,72
25,75
24,75
26,80
24,80
26,80
25,77
26,77
25,79
25,79
24,76
27,75
28,75
27,77
29,84
24,79
23,74
23,69
,
27,44
22,50
22,60
18,66
23,64
19,67
26,74
23,71
20,74
23,74
23,74
25,71
26,70
25,73
23,75
24,75
26,75
25,75
25,78
18,77
26,79
19,73
17,71
25,76
24,77
27,78
19,70
26,73
27,72
25,69
26,69
18,68
15,70
25,73
21,71
25,80
25,77
22,74
24,73
25,74
23,70
24,66
24,71
23,66
19,65
25,67
22,63
19,62
26,68
20,68
25,68
24,68
26,64
25,64
24,64
21,60
22,61
26,67
23,66
25,69
26,72
24,73
24,69
25,76
28,77
28,81
25,76
27,76
26,74
26,73
27,72
21,64
25,68
28,67
26,66
25,66
26,67
25,66
25,67
24,69
26,69
19,72
28,71
26,72
25,73
25,76
27,75
29,72
25,74
25,73
25,75
26,73
27,75
28,74
30,67
28,72
34,77
29,77
28,75
28,73
21,65
29,71
25,67
27,69
28,70
21,66
28,73
29,68
27,65
28,68
26,71
27,72
28,70
26,71
27,72
25,70
26,71
25,68
26,63
25,69
30,67
25,66
21,65
22,65
24,66
27,69
26,63
27,67
23,65
27,67
25,62
27,72
21,69
24,68
26,69
27,70
25,66
22,64
29,64
28,71
27,76
27,73
28,73
28,69
27,71
28,72
27,72
26,75
26,73
25,76
26,80
28,78
20,67
19,71
26,75
27,73
21,68
24,72
24,71
25,75
28,76
22,71
22,71
26,75
25,79
22,79
28,84
25,78
27,83
21,79
26,83
26,82
28,81
27,80
26,84
24,81
21,73
24,77
24,75
25,75
18,69
24,75
19,75
25,76
23,80
23,78
16,75
24,77
23,71
27,77
27,82
21,85
26,77
24,77
26,83
25,85
24,85
25,76
23,74
26,74
25,76
26,76
25,75
19,71
19,70
24,78
27,80
26,77
23,73
26,78
26,77
21,71
30,77
31,76
38,77
45,79
54,77
53,69
64,71
68,72
76,75
75,68
81,73
83,70
84,72
85,72
81,74
80,70
78,65
77,70
78,75
75,77
73,75
73,75
70,73
70,75
66,68
70,71
68,70
64,68
66,76
64,77
63,72
64,71
64,74
65,76
56,73
57,77
55,75
55,79
50,72
52,79
51,80
47,78
40,75
35,71
34,72
35,74
33,75
30,74
27,78
29,75
27,66
22,64
27,70
25,74
24,69
26,73
26,73
25,76
27,80
27,78
19,71
20,66
25,78
28,81
27,80
27,87
25,73
26,71
26,72
20,64
28,65
29,70
25,69
28,72
24,73
28,74
31,71
25,70
22,68
22,70
25,66
21,64
25,70
25,71
29,71
26,69
22,70
26,75
20,77
22,76
25,73
21,78
21,77
26,75
26,73
26,70
26,67
19,64
25,72
19,66
24,67
28,71
19,69
19,73
24,72
25,69
19,67
23,69
22,72
22,70
25,67
24,68
24,71
25,73
26,70
25,65
25,65
27,68
27,73
18,66
25,73
20,69
18,67
24,74
25,72
24,73
27,73
26,75
26,77
28,78
22,73
25,77
23,72
22,74
18,69
25,80
25,76
26,75
23,73
26,72
19,67
23,65
22,69
25,73
23,71
21,65
25,72
24,65
19,65
22,71
26,71
26,67
25,67
26,69
22,69
21,64
26,71
24,71
25,67
24,72
23,74
22,71
26,75
25,76
26,75
28,74
19,64
25,70
27,74
21,66
24,70
19,64
22,70
26,78
25,78
25,78
25,74
27,70
24,67
26,71
28,73
25,70
27,70
26,73
26,72
25,65
25,71
27,70
27,74
26,72
22,73
23,69
24,72
25,70
24,71
26,70
27,67
26,68
26,72
24,73
24,68
25,70
24,73
25,74
24,72
28,70
22,66
24,66
22,63
26,70
26,64
26,63
26,67
24,68
25,62
25,64
23,63
23,62
23,64
18,56
26,62
26,63
27,67
25,72
25,70
20,62
27,65
28,66
28,65
29,68
21,60
24,62
27,68
27,69
26,69
20,60
26,63
25,68
26,69
23,66
25,62
24,60
21,58
24,61
24,60
26,63
22,59
24,60
29,64
25,63
21,57
27,55
26,65
25,65
23,68
25,63
22,54
22,60
24,64
25,66
25,66
24,62
23,61
26,61
31,61
30,59
28,58
26,59
32,65
30,66
28,64
31,62
31,61
29,56
25,57
30,59
27,57
32,62
34,62
31,61
22,57
28,65
29,66
28,67
30,65
27,64
24,60
26,71
20,68
26,69
26,67
19,66
28,71
25,71
26,72
26,70
30,71
24,75
25,73
26,73
28,69
25,69
27,71
26,70
23,66
25,67
20,61
25,64
26,67
24,62
21,58
26,64
25,62
17,60
19,58
21,60
21,69
26,67
25,76
25,72
20,67
25,71
26,76
27,75
25,74
24,70
26,73
26,71
24,66
26,70
22,67
20,58
21,62
27,67
23,63
25,67
26,63
26,65
20,61
26,56
27,60
25,60
23,60
26,68
21,66
24,68
24,70
20,74
26,75
19,60
24,66
24,66
24,66
24,65
20,69
19,63
19,65
27,64
24,69
26,65
27,63
25,64
22,63
27,70
24,69
24,64
20,71
26,68
25,69
24,66
26,64
25,65
19,60
27,66
26,64
24,55
27,61
26,59
27,59
22,57
20,51
25,57
24,53
25,59
24,50
27,54
28,55
23,63
28,72
29,80
26,73
28,72
27,72
20,67
28,72
27,70
28,70
28,70
23,71
21,61
28,66
28,65
25,63
25,63
25,62
23,61
19,54
25,63
18,56
26,58
24,58
25,58
25,57
24,58
25,73
23,77
25,81
24,80
24,74
25,75
24,71
24,68
24,68
19,63
21,63
18,59
24,65
26,69
25,69
25,68
22,62
26,63
25,64
22,63
21,56
26,66
25,64
24,70
25,72
24,68
21,59
18,61
26,69
19,64
23,65
26,66
25,67
25,68
26,71
24,71
20,68
26,68
27,62
27,69
26,65
24,62
23,58
28,66
25,67
23,65
24,67
25,67
23,74
26,79
28,78
24,70
20,73
26,79
25,77
18,69
26,74
25,76
26,76
27,77
20,71
27,73
22,72
26,75
28,79
21,72
27,71
25,72
22,69
26,73
25,73
24,73
27,73
26,76
26,74
19,67
20,68
25,71
24,69
19,65
26,66
28,72
26,67
26,70
22,72
26,68
24,69
27,72
25,77
26,79
22,73
26,75
26,77
25,83
27,89
25,85
24,79
23,77
24,78
20,73
20,72
26,76
22,73
19,73
25,80
25,80
25,71
23,77
19,75
20,80
25,81
28,80
26,75
20,71
,
25,42
25,53
26,57
23,58
26,65
24,66
27,71
27,72
21,68
23,71
24,74
24,76
25,74
25,73
19,68
19,67
22,66
23,75
23,81
27,78
22,79
19,80
24,82
26,76
25,77
23,76
25,70
25,69
20,68
24,72
24,71
23,72
25,68
26,68
23,67
23,66
21,61
23,61
24,63
21,60
25,67
19,65
24,66
25,72
27,78
25,73
23,70
24,68
24,69
19,66
24,65
25,64
20,62
25,68
24,74
20,69
27,70
26,71
31,73
24,71
24,73
24,73
21,69
21,69
19,73
25,80
26,75
24,72
24,75
25,72
25,71
25,68
21,69
26,72
26,71
24,73
25,72
19,65
23,72
21,74
23,73
16,64
22,68
23,72
24,78
19,68
24,71
24,66
25,74
25,70
20,68
26,69
22,65
25,66
26,66
21,59
25,63
24,60
22,62
22,63
16,57
19,53
19,54
25,70
26,78
26,77
24,73
26,72
25,72
25,70
23,74
25,74
24,70
25,65
25,80
28,78
20,68
20,62
27,65
23,65
29,64
27,61
30,62
28,60
27,57
32,61
27,56
32,56
31,60
32,60
27,57
22,56
27,69
28,73
28,75
32,81
29,80
28,71
27,73
27,73
23,71
28,75
26,72
27,76
29,75
28,83
27,82
27,78
28,78
30,80
22,73
24,71
29,72
28,69
28,75
28,77
22,66
28,73
22,73
27,75
30,77
30,75
28,69
27,70
30,72
28,71
28,70
29,70
26,71
28,75
26,72
21,71
22,70
22,75
21,72
26,80
26,76
26,74
21,69
19,66
21,72
25,77
26,74
27,76
27,77
28,76
26,76
20,71
27,77
28,81
26,83
27,78
22,74
24,78
25,80
25,76
25,79
28,75
20,69
21,75
19,68
26,74
26,74
26,77
23,76
26,79
24,75
22,70
26,73
24,71
25,75
25,69
25,68
20,65
22,67
25,67
24,63
26,66
20,71
20,66
27,75
27,72
23,64
27,70
28,68
23,65
27,64
22,59
20,58
25,66
25,66
23,63
24,64
25,64
25,66
26,65
25,66
18,60
25,68
28,74
25,73
24,72
17,66
26,69
27,77
29,76
28,72
25,71
28,71
22,69
28,67
27,68
28,67
28,71
28,74
28,73
27,71
26,72
29,76
29,77
25,77
28,76
25,72
25,72
29,77
24,75
29,75
29,73
30,72
22,72
22,71
29,72
30,70
28,70
23,65
21,64
29,65
27,65
23,62
27,66
25,68
39,69
27,70
24,63
26,68
29,68
26,66
28,66
28,67
25,68
25,76
22,68
29,71
28,61
30,70
29,68
23,60
25,61
27,68
27,72
26,74
24,70
27,67
22,60
24,67
28,72
22,63
26,65
24,71
27,70
28,75
27,73
20,71
26,70
28,71
24,73
29,70
25,71
21,65
22,67
26,71
27,70
26,68
26,68
25,70
23,71
21,61
31,66
23,64
29,68
30,67
28,65
29,64
24,64
29,71
28,72
22,71
24,63
28,66
30,67
29,66
30,62
27,63
30,65
27,70
29,70
24,80
29,74
28,76
25,70
29,76
28,71
29,69
28,73
23,69
27,72
25,68
25,71
21,69
27,74
26,64
29,70
28,61
27,65
28,68
25,59
20,64
25,56
26,74
30,75
25,73
20,66
28,72
26,72
27,67
27,65
28,70
27,67
29,70
23,74
22,64
31,65
21,60
27,66
28,66
22,64
22,69
27,67
26,63
28,71
22,68
26,72
29,66
29,68
28,69
29,69
26,67
29,66
29,65
30,64
30,63
20,58
22,59
27,60
27,57
26,61
26,59
27,62
20,61
27,65
27,65
27,69
25,69
25,70
24,71
21,64
24,69
25,66
26,66
20,62
28,66
27,65
23,58
23,63
26,71
21,66
26,67
24,70
23,74
26,71
25,64
25,70
27,69
27,73
25,75
25,72
18,67
26,73
25,74
21,66
25,74
26,70
25,63
26,66
23,64
27,68
28,64
24,66
19,64
26,71
22,71
20,64
24,65
27,71
22,74
21,69
30,70
29,73
25,71
28,77
29,77
21,97
29,126
29,120
25,106
28,99
32,90
26,86
20,81
26,79
27,75
24,67
30,68
27,63
26,64
33,66
27,62
30,57
30,62
33,62
34,66
35,66
34,66
33,62
38,68
41,68
33,62
35,67
36,69
34,67
36,65
33,65
33,64
35,67
33,68
34,69
33,68
31,69
29,67
24,64
30,67
27,67
24,63
24,64
21,66
25,70
23,67
25,73
25,70
26,79
20,76
27,76
26,76
25,80
25,77
27,78
26,78
26,73
21,71
26,77
22,66
26,69
22,65
27,71
27,72
21,65
27,73
25,76
25,75
24,72
27,71
25,71
25,70
27,75
21,67
27,72
28,72
20,61
18,63
22,72
25,67
28,73
26,69
29,66
26,70
27,68
26,67
21,62
27,69
22,74
24,75
25,71
27,69
19,64
23,71
19,65
24,71
28,70
27,71
25,74
27,70
17,68
26,67
25,67
25,72
28,74
18,65
24,68
25,66
26,70
21,65
19,64
18,60
25,69
21,66
28,68
20,57
21,64
24,71
25,72
28,73
27,64
26,75
27,77
25,78
26,77
27,75
28,76
26,74
31,73
27,71
30,66
36,66
33,68
37,67
40,63
39,64
38,66
38,76
38,78
35,79
28,75
28,79
28,81
29,80
30,83
27,81
25,80
27,81
24,80
29,75
31,78
30,76
22,78
28,81
22,77
28,79
27,88
29,91
25,91
25,89
22,88
26,92
25,91
27,87
27,83
27,80
27,80
25,78
25,78
22,70
28,75
27,75
26,75
22,71
25,66
26,72
28,73
26,73
27,67
20,63
25,68
26,67
19,61
25,66
21,58
27,68
26,66
28,67
21,61
22,59
29,70
23,69
31,70
32,68
33,72
25,67
31,76
28,70
33,72
31,70
29,66
31,65
37,64
38,68
34,62
40,62
43,62
43,66
43,68
36,69
35,74
34,79
38,77
37,76
36,79
34,80
29,79
31,81
32,82
23,76
22,72
25,84
27,77
27,77
27,78
21,75
24,78
27,83
24,85
27,82
27,79
27,82
28,81
30,80
28,78
29,81
28,83
31,82
33,75
31,79
34,77
33,75
31,70
29,67
33,68
23,67
31,72
30,72
25,69
34,66
25,57
30,63
33,64
32,63
24,66
31,70
29,66
28,68
28,65
27,60
28,58
29,62
22,55
29,62
29,61
27,65
26,61
23,61
28,73
20,76
28,81
27,72
29,80
23,75
27,78
24,76
27,76
24,73
20,71
,
133,81
124,67
121,70
123,71
116,67
122,69
117,67
115,64
126,62
108,63
99,61
103,61
96,63
84,67
86,63
77,58
77,62
73,64
65,64
59,66
51,60
50,72
41,75
38,76
35,72
38,81
33,81
32,81
31,77
28,79
32,82
28,79
21,73
24,75
32,78
34,73
36,75
40,73
43,74
41,65
58,69
59,61
67,71
71,68
82,67
87,78
95,84
101,90
107,82
112,87
115,83
121,77
126,77
121,75
128,77
125,75
126,66
128,69
128,68
124,63
126,67
115,61
115,65
118,61
109,64
112,62
100,63
102,69
97,69
96,72
88,71
81,68
85,69
83,78
66,72
61,68
54,70
50,73
62,73
83,68
109,69
148,66
203,70
258,68
313,73
382,72
446,73
507,73
556,71
600,82
640,80
678,85
701,83
728,75
749,77
761,82
770,80
767,77
772,82
769,73
759,74
757,80
751,82
738,81
724,84
709,87
692,78
686,79
673,76
657,71
638,79
628,76
609,72
596,66
581,66
566,74
540,80
528,80
513,79
499,79
474,76
468,77
455,70
439,74
420,71
412,74
401,73
391,71
376,72
370,69
357,69
346,68
337,72
329,66
313,70
304,69
287,68
284,67
278,67
286,63
292,57
289,59
281,59
285,63
282,68
270,64
276,66
271,61
256,65
256,67
249,67
237,70
234,67
226,69
214,63
212,68
200,77
186,76
186,72
180,75
168,74
165,76
154,77
150,75
145,74
136,69
128,65
121,70
123,69
116,70
111,70
102,69
106,68
94,64
100,65
98,63
87,61
94,62
92,60
84,53
87,57
84,58
81,58
74,56
78,62
74,60
74,62
72,63
73,63
70,71
59,71
57,71
56,73
61,68
57,69
55,81
51,80
55,77
48,77
52,73
45,71
49,73
49,73
45,64
48,67
47,63
45,62
43,59
38,63
41,58
40,57
37,57
38,56
39,57
35,54
34,54
35,56
31,64
33,65
34,66
32,65
34,64
33,67
29,68
25,60
22,59
30,62
28,64
30,69
26,66
22,66
27,70
28,67
27,67
28,66
27,68
25,72
27,67
22,65
19,64
26,69
19,69
20,66
19,62
25,69
20,66
18,68
26,73
25,74
26,72
22,63
26,71
23,71
20,65
20,64
25,71
24,70
24,67
25,69
20,63
19,64
25,66
25,68
26,66
29,64
20,59
19,61
26,66
24,71
25,67
25,73
25,71
25,71
26,69
20,64
23,67
20,68
25,69
20,64
25,70
26,69
26,62
26,70
22,67
19,67
26,71
25,71
28,72
21,68
27,69
25,69
22,70
23,71
24,77
22,71
27,75
27,75
27,77
26,73
24,71
20,64
25,71
25,70
24,70
25,67
19,64
23,69
25,71
25,72
26,70
26,72
28,77
24,68
23,73
25,74
27,78
24,77
17,71
25,74
17,66
20,65
22,71
25,78
26,77
25,73
22,68
23,80
